id,label,name,description
1626,AdditionalInfo,powder storage,Proper methods for storing metal powders when not in use)
1627,Procedure,machine maintenance,Regular upkeep of the AM400 to ensure optimal performance)
1628,SafetyStep,safety protocol adherence,Following all safety procedures to prevent hazards)
1629,Procedure,build chamber cleaning,Cleaning the sealed build chamber after a print job)
1630,Procedure,system calibration,A process to ensure the printer's components are accurately aligned and functioning)
1631,Procedure,powder loading,The act of filling the powder hopper with metal powder before printing)
1632,Procedure,powder residue removal,Removing leftover powder from the build area)
1633,Procedure,laser alignment,The process of adjusting the laser to the correct position for accurate printing)
1634,Tool,powder handling equipment,Tools used specifically for managing and cleaning metal powders)
1635,SafetyStep,operator protective clothing,Complete set of PPE for operator safety during machine use)
1636,SafetyStep,powder spill response,Procedures to follow in case of accidental powder spillage)
1637,Component,machine software interface,The user interface for controlling and monitoring the printer)
1638,Procedure,powder sieving,Filtering powder to remove contaminants or clumps)
1639,Component,machine power supply,The electrical system that powers the AM400 printer)
1640,Component,powder recycling system,A system that recycles unused powder for future use)
1641,Component,build chamber lighting,Internal lighting to aid in monitoring and maintenance inside the chamber)
1642,SafetyStep,powder handling training,Instruction on safe practices for managing metal powders)
1643,SafetyStep,machine emergency stop,A safety feature to immediately halt machine operation in case of danger)
1644,Component,build chamber access door,The door that allows access to the build chamber for loading and unloading)
1645,Component,machine operational status indicators,Lights and displays that show the current state of the printer)
1646,Tool,powder handling safety equipment,Specialized equipment used to enhance safety during powder handling)
1647,Component,build chamber air filtration system,System to filter and purify the air inside the build chamber)
1648,Component,build chamber pressure gauge,Device to measure and display the pressure inside the build chamber)
1649,SafetyStep,powder handling emergency procedures,Steps to follow in case of emergencies related to powder handling)
1650,Procedure,powder handling area cleaning protocols,Procedures for cleaning the area where powders are handled)
1651,Component,build chamber temperature sensor,Sensor to monitor the temperature inside the build chamber)
1652,Procedure,powder handling safety audit,Regular inspection to ensure compliance with safety standards)
1653,Procedure,machine operational software updates,Updating the printer's software to the latest version)
1654,SafetyStep,powder handling area access control,Measures to restrict access to the powder handling area)
1655,Component,build chamber gas flow rate control,Device to regulate the flow of inert gas into the chamber)
1656,SafetyStep,powder handling safety drills,Practice sessions to prepare for powder handling emergencies)
1657,Procedure,machine operational efficiency monitoring,Tracking the performance and efficiency of the printer)
1658,Tool,powder handling area safety equipment,Equipment placed in the powder handling area for safety)
1659,Component,build chamber gas supply system,System that provides inert gas to the build chamber)
1660,SafetyStep,powder handling area emergency exits,Exits designed for quick evacuation in case of emergency)
1661,Component,build chamber gas pressure regulator,Device to maintain consistent gas pressure in the chamber)
1662,Procedure,powder handling area safety inspections,Regular checks to ensure safety in the powder handling area)
1663,Procedure,build chamber gas mixture analysis,Testing the composition of gases in the build chamber)
1664,Procedure,build chamber gas flow monitoring,Continuous observation of the gas flow in the chamber)
1665,Procedure,powder handling safety equipment maintenance,Regular upkeep of safety equipment in the powder handling area)
1666,Procedure,machine operational software diagnostics,Diagnostic checks on the printer's software for issues)
1667,SafetyStep,powder handling area safety protocols,Established protocols for ensuring safety in the area)
1668,Component,build chamber gas supply pressure gauge,Device to measure the pressure of the gas supply to the chamber)
1669,Component,machine operational software user interface,The interface through which operators interact with the printer's software)
1670,Procedure,powder handling area safety equipment checks,Regular inspections of safety equipment in the area)
1671,Component,build chamber gas flow rate sensor,Sensor to measure the rate of gas flow into the chamber)
1672,SafetyStep,powder handling safety incident response plan,Plan outlining steps to take in case of safety incidents)
1673,Component,build chamber gas mixture control valve,Valve to adjust the mixture of gases in the chamber)
1674,Procedure,powder handling safety incident investigation,Investigation procedures for safety incidents in the area)
1675,Procedure,machine operational software version control,Management of different software versions for the printer)
1676,Component,build chamber gas supply flow meter,Device to measure the flow rate of gas supplied to the chamber)
1677,SafetyStep,powder handling safety incident prevention measures,Measures to prevent safety incidents in the area)
1678,Procedure,machine operational software backup,Creating backups of the printer's software for safety)
1679,SafetyStep,powder handling area safety equipment training,Training on how to use safety equipment in the area)
1680,Component,build chamber gas supply pressure regulator,Regulator to control the pressure of the gas supply to the chamber)
1681,Procedure,powder handling safety incident reporting procedures,Procedures for reporting safety incidents in the area)
1682,Procedure,machine operational software configuration,Configuring the printer's software for specific tasks)
1683,Component,build chamber gas flow rate control valve,Valve to regulate the flow rate of gas into the chamber)
1684,Procedure,powder handling safety incident review meetings,Meetings to review and discuss safety incidents in the area)
1685,Procedure,machine operational software performance monitoring,Monitoring the performance of the printer's software)
1686,Procedure,build chamber gas mixture adjustment,Adjusting the composition of gases in the chamber)
1687,Procedure,powder handling safety incident trend analysis,Analyzing trends in safety incidents to prevent future occurrences)
1688,SafetyStep,machine operational software security protocols,Security measures for the printer's software)
1689,Procedure,build chamber gas supply flow control,Controlling the flow of gas supplied to the chamber)
1690,Procedure,powder handling safety incident corrective actions,Actions taken to correct issues identified in safety incidents)
1691,SafetyStep,machine operational software user training,Training for operators on how to use the printer's software)
1692,Procedure,powder handling area safety equipment calibration,Calibrating safety equipment to ensure accurate operation)
1693,Procedure,build chamber gas supply pressure monitoring,Monitoring the pressure of the gas supply to the chamber)
1694,Procedure,powder handling safety incident root cause analysis,Analyzing the root causes of safety incidents in the area)
1695,Procedure,machine operational software update procedures,Procedures for updating the printer's software)
1696,Procedure,powder handling area safety equipment testing,Testing safety equipment to ensure it functions correctly)
1697,Procedure,build chamber gas mixture monitoring,Monitoring the composition of gases in the chamber)
1698,SafetyStep,powder handling safety incident response training,Training for responding to safety incidents in the area)
1699,Procedure,build chamber gas supply pressure adjustment,Adjusting the pressure of the gas supply to the chamber)
1700,Component,advanced filtration unit,A unit that filters particles from the air to maintain a clean environment)
1701,Procedure,layer-by-layer laser sintering,The process of fusing powder layers using a laser to create the final object)
1702,Component,control panel,The interface used to adjust settings and monitor the printing process)
